RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
   26   30     0     0  con    0  1.0D+00  1.0D-01  2.937D+00  5.081D+00
   27   31     0     0  con    0  1.0D+00  1.4D-01  3.416D+00  4.947D+00
   28   33     0     0  con    1  2.4D-01  1.6D-02  3.606D+00  4.916D+00
   29   34     0     0  con    0  1.0D+00  3.5D-02  1.895D+00  4.856D+00
   30   35     0     0  con    0  1.0D+00  2.4D-02  8.878D-01  4.830D+00
   31   36     0     0  con    0  1.0D+00  3.8D-02  7.697D-01  4.808D+00
   32   37     0     0  con    0  1.0D+00  2.9D-02  7.634D-01  4.790D+00
   33   38     0     0  con    0  1.0D+00  4.6D-02  6.941D-01  4.749D+00
   34   39     0     0  con    0  1.0D+00  1.1D-01  1.500D+00  4.709D+00
   35   41     0     0  con    1  4.5D-01  4.1D-02  1.461D+00  4.682D+00
   36   42     0     0  con    0  1.0D+00  1.6D-02  5.131D-01  4.664D+00
   37   43     0     0  con    0  1.0D+00  1.9D-02  3.766D-01  4.656D+00
   38   44     0     0  con    0  1.0D+00  1.6D-02  4.402D-01  4.648D+00
   39   46     0     0  con    1  3.6D-01  1.3D-02  1.035D+00  4.644D+00
   40   47     0     0  con    0  1.0D+00  2.6D-02  6.867D-01  4.638D+00
   41   48     0     0  con    0  1.0D+00  1.4D-02  4.011D-01  4.634D+00
   42   49     0     0  con    0  1.0D+00  1.0D-02  4.310D-01  4.631D+00
   43   50     0     0  con    0  1.0D+00  1.2D-02  5.166D-01  4.627D+00
   44   51     0     0  con    0  1.0D+00  6.0D-02  1.432D+00  4.622D+00
   45   52     0     0  con    0  1.0D+00  1.8D-02  5.083D-01  4.608D+00
   46   53     0     0  con    0  1.0D+00  6.8D-03  4.475D-01  4.604D+00
   47   54     0     0  con    0  1.0D+00  1.5D-02  5.014D-01  4.600D+00
   48   55     0     0  con    0  1.0D+00  1.7D-02  4.232D-01  4.595D+00
   49   57     0     0  con    1  3.9D-01  3.7D-02  6.463D-01  4.591D+00
   50   59     0     0  con    1  3.3D-01  6.0D-03  4.774D-01  4.590D+00
   51   60     0     0  con    0  1.0D+00  6.2D-03  2.521D-01  4.588D+00
   52   61     0     0  con    0  1.0D+00  9.1D-03  2.309D-01  4.586D+00
   53   63     0     0  con    1  3.1D-01  1.2D-02  3.964D-01  4.585D+00
   54   64     0     0  con    0  1.0D+00  1.6D-02  2.149D-01  4.582D+00
   55   65     0     0  con    0  1.0D+00  1.4D-02  1.546D-01  4.580D+00
   56   66     0     0  con    0  1.0D+00  1.4D-02  2.163D-01  4.579D+00
   57   68     0     0  con    1  3.0D-01  5.5D-03  2.334D-01  4.578D+00
   58   69     0     0  con    0  1.0D+00  5.1D-03  1.489D-01  4.578D+00
   59   70     0     0  con    0  1.0D+00  4.7D-03  1.116D-01  4.577D+00
   60   71     0     0  con    0  1.0D+00  1.1D-02  1.272D-01  4.576D+00
   61   72     0     0  con    0  1.0D+00  1.5D-02  2.572D-01  4.574D+00
   62   74     0     0  con    1  1.8D-01  4.6D-03  2.446D-01  4.574D+00
   63   75     0     0  con    0  1.0D+00  3.9D-03  2.110D-01  4.574D+00
   64   76     0     0  con    0  1.0D+00  3.9D-03  1.542D-01  4.573D+00
   65   77     0     0  con    0  1.0D+00  6.0D-03  1.667D-01  4.573D+00
   66   78     0     0  con    0  1.0D+00  9.8D-03  1.609D-01  4.572D+00
   67   79     0     0  con    0  1.0D+00  1.6D-02  1.256D-01  4.571D+00
   68   80     0     0  con    0  1.0D+00  1.8D-02  1.977D-01  4.570D+00
   69   82     0     0  con    1  1.1D-01  7.0D-03  1.270D-01  4.570D+00
   70   83     0     0  con    0  1.0D+00  3.7D-03  1.036D-01  4.569D+00
   71   84     0     0  con    0  1.0D+00  8.8D-03  1.306D-01  4.569D+00
   72   85     0     0  con    0  1.0D+00  3.3D-03  8.528D-02  4.569D+00
   73   86     0     0  con    0  1.0D+00  6.9D-03  3.196D-01  4.568D+00
   74   87     0     0  con    0  1.0D+00  4.6D-03  9.120D-02  4.568D+00
   75   88     0     0  con    0  1.0D+00  2.6D-03  8.915D-02  4.568D+00
   76   89     0     0  con    0  1.0D+00  1.1D-02  1.232D-01  4.568D+00
   77   90     0     0  con    0  1.0D+00  3.8D-02  1.860D-01  4.567D+00
   78   91     0     0  con    0  1.0D+00  1.0D-02  1.711D-01  4.566D+00
   79   92     0     0  con    0  1.0D+00  5.9D-03  8.457D-02  4.566D+00
   80   93     0     0  con    0  1.0D+00  1.6D-02  1.654D-01  4.565D+00
   81   94     0     0  con    0  1.0D+00  2.4D-02  2.551D-01  4.565D+00
   82   95     0     0  con    0  1.0D+00  1.3D-02  1.154D-01  4.564D+00
   83   96     0     0  con    0  1.0D+00  4.8D-03  1.040D-01  4.564D+00
   84   97     0     0  con    0  1.0D+00  1.3D-02  1.268D-01  4.563D+00
   85   99     0     0  con    1  7.8D-02  3.1D-03  1.578D-01  4.563D+00
   86  100     0     0  con    0  1.0D+00  2.4D-02  1.157D-01  4.562D+00
   87  101     0     0  con    0  1.0D+00  1.8D-02  1.316D-01  4.562D+00
   88  102     0     0  con    0  1.0D+00  7.8D-03  1.208D-01  4.561D+00
   89  103     0     0  con    0  1.0D+00  2.7D-02  1.071D-01  4.560D+00
   90  104     0     0  con    0  1.0D+00  5.9D-02  1.936D-01  4.558D+00
   91  105     0     0  con    0  1.0D+00  7.6D-02  2.072D-01  4.556D+00
   92  106     0     0  con    0  1.0D+00  4.4D-02  2.894D-01  4.553D+00
   93  108     0     0  con    1  4.6D-01  5.5D-02  4.310D-01  4.551D+00
   94  109     0     0  con    0  1.0D+00  2.5D-02  2.707D-01  4.550D+00
   95  110     0     0  con    0  1.0D+00  2.3D-02  3.613D-01  4.548D+00
   96  111     0     0  con    0  1.0D+00  1.1D-01  6.423D-01  4.543D+00
   97  113     0     0  con    1  5.0D-01  7.5D-02  5.345D-01  4.541D+00
   98  114     0     0  con    0  1.0D+00  1.0D-01  4.419D-01  4.538D+00
   99  115     0     0  con    0  1.0D+00  6.8D-02  4.801D-01  4.535D+00
  100  116     0     0  con    0  1.0D+00  2.1D-01  5.980D-01  4.527D+00

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 6.559E-01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           65     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     8.102D+03  9.961D+02
    1    4     1     0  ---    2  2.7D-06  8.3D-02  1.883D+03  5.660D+02
    2    5     0     0  con    0  1.0D+00  1.4D-02  1.674D+03  4.754D+02
    3    7     0     0  con    1  2.9D-01  3.4D-02  9.923D+02  3.292D+02
    4    8     0     0  con    0  1.0D+00  3.7D-02  1.715D+03  2.779D+02
    5    9     0     0  con    0  1.0D+00  3.0D-02  1.171D+03  2.123D+02
    6   10     0     0  con    0  1.0D+00  6.8D-02  5.848D+02  1.287D+02
    7   11     0     0  con    0  1.0D+00  5.7D-02  3.354D+02  9.002D+01
    8   12     0     0  con    0  1.0D+00  7.1D-02  1.944D+02  6.320D+01
    9   13     0     0  con    0  1.0D+00  7.8D-02  1.172D+02  4.668D+01
   10   14     0     0  con    0  1.0D+00  9.6D-02  7.302D+01  3.485D+01
   11   15     0     0  con    0  1.0D+00  1.2D-01  4.713D+01  2.595D+01
   12   16     0     0  con    0  1.0D+00  1.5D-01  2.365D+01  1.901D+01
   13   17     0     0  con    0  1.0D+00  1.9D-01  9.999D+00  1.421D+01
   14   18     0     0  con    0  1.0D+00  2.2D-01  1.178D+01  1.107D+01
   15   20     0     0  con    1  1.4D-01  9.7D-02  2.644D+01  1.061D+01
   16   21     0     0  con    0  1.0D+00  2.4D-01  1.270D+01  8.749D+00
   17   22     0     0  con    0  1.0D+00  2.4D-01  8.810D+00  7.809D+00
   18   23     0     0  con    0  1.0D+00  2.7D-01  5.678D+00  6.699D+00
   19   24     0     0  con    0  1.0D+00  4.2D-01  4.564D+00  5.549D+00
   20   26     0     0  con    1  3.8D-01  1.0D-01  5.883D+00  5.198D+00
   21   27     0     0  con    0  1.0D+00  9.8D-02  3.091D+00  4.841D+00
   22   28     0     0  con    0  1.0D+00  9.9D-02  2.544D+00  4.465D+00
   23   29     0     0  con    0  1.0D+00  1.8D-01  2.501D+00  4.201D+00
   24   30     0     0  con    0  1.0D+00  1.6D-01  1.649D+00  3.986D+00
   25   31     0     0  con    0  1.0D+00  7.2D-02  2.657D+00  3.895D+00
   26   33     0     0  con    1  2.9D-01  2.1D-02  2.072D+00  3.874D+00
   27   34     0     0  con    0  1.0D+00  5.7D-02  1.704D+00  3.851D+00
   28   35     0     0  con    0  1.0D+00  1.3D-01  3.164D+00  3.818D+00
   29   36     0     0  con    0  1.0D+00  5.3D-02  1.166D+00  3.744D+00
   30   37     0     0  con    0  1.0D+00  2.5D-02  6.772D-01  3.708D+00
   31   38     0     0  con    0  1.0D+00  8.5D-02  1.534D+00  3.638D+00
   32   39     0     0  con    0  1.0D+00  7.3D-02  1.251D+00  3.585D+00
   33   40     0     0  con    0  1.0D+00  1.3D-01  1.488D+00  3.530D+00
   34   42     0     0  con    1  4.0D-01  5.6D-02  4.959D-01  3.503D+00
   35   43     0     0  con    0  1.0D+00  1.5D-02  4.816D-01  3.491D+00
   36   44     0     0  con    0  1.0D+00  4.0D-02  3.843D-01  3.472D+00
   37   46     0     0  con    1  6.8D-02  3.7D-03  8.564D-01  3.471D+00
   38   47     0     0  con    0  1.0D+00  2.6D-02  6.467D-01  3.465D+00
   39   48     0     0  con    0  1.0D+00  3.2D-02  5.081D-01  3.459D+00
   40   49     0     0  con    0  1.0D+00  9.9D-03  2.826D-01  3.455D+00
   41   50     0     0  con    0  1.0D+00  1.4D-02  2.198D-01  3.450D+00
   42   51     0     0  con    0  1.0D+00  2.7D-02  2.855D-01  3.444D+00
   43   52     0     0  con    0  1.0D+00  4.8D-02  6.686D-01  3.442D+00
   44   53     0     0  con    0  1.0D+00  1.1D-02  2.184D-01  3.436D+00
   45   54     0     0  con    0  1.0D+00  5.7D-03  1.263D-01  3.435D+00
   46   55     0     0  con    0  1.0D+00  7.4D-03  1.382D-01  3.434D+00
   47   56     0     0  con    0  1.0D+00  1.3D-02  1.223D-01  3.432D+00
   48   58     0     0  con    1  6.6D-02  2.0D-03  2.889D-01  3.432D+00
   49   59     0     0  con    0  1.0D+00  1.3D-02  1.913D-01  3.431D+00
   50   60     0     0  con    0  1.0D+00  9.0D-03  2.741D-01  3.431D+00
   51   61     0     0  con    0  1.0D+00  4.3D-03  1.389D-01  3.430D+00
   52   62     0     0  con    0  1.0D+00  2.0D-03  1.067D-01  3.430D+00
   53   63     0     0  con    0  1.0D+00  3.3D-03  8.311D-02  3.430D+00
   54   64     0     0  con    0  1.0D+00  6.7D-03  7.041D-02  3.429D+00
   55   65     0     0  con    0  1.0D+00  1.2D-02  1.248D-01  3.429D+00
   56   66     0     0  con    0  1.0D+00  1.2D-02  1.088D-01  3.428D+00
   57   67     0     0  con    0  1.0D+00  3.7D-03  4.007D-02  3.428D+00
   58   68     0     0  con    0  1.0D+00  2.4D-03  4.356D-02  3.428D+00
   59   69     0     0  con    0  1.0D+00  5.4D-03  1.717D-01  3.428D+00
   60   70     0     0  con    0  1.0D+00  6.2D-03  6.513D-02  3.428D+00
   61   71     0     0  con    0  1.0D+00  1.7D-03  3.956D-02  3.427D+00
   62   72     0     0  con    0  1.0D+00  3.0D-03  3.057D-02  3.427D+00
   63   73     0     0  con    0  1.0D+00  4.2D-03  1.171D-01  3.427D+00
   64   74     0     0  con    0  1.0D+00  3.7D-03  7.623D-02  3.427D+00
   65   75     0     0  con    0  1.0D+00  3.9D-03  4.151D-02  3.427D+00
   66   76     0     0  con    0  1.0D+00  3.8D-03  5.697D-02  3.427D+00
   67   77     0     0  con    0  1.0D+00  4.0D-03  4.051D-02  3.427D+00
   68   78     0     0  con    0  1.0D+00  6.4D-03  3.672D-02  3.427D+00
   69   79     0     0  con    0  1.0D+00  4.8D-03  2.764D-02  3.427D+00
   70   80     0     0  con    0  1.0D+00  3.0D-03  6.602D-02  3.427D+00
   71   82     0     0  con    1  3.6D-01  1.7D-03  4.264D-02  3.426D+00
   72   83     0     0  con    0  1.0D+00  6.7D-04  2.747D-02  3.426D+00
   73   84     0     0  con    0  1.0D+00  1.4D-03  2.357D-02  3.426D+00
   74   85     0     0  con    0  1.0D+00  1.6D-03  2.402D-02  3.426D+00
   75   86     0     0  con    0  1.0D+00  2.6D-03  2.344D-02  3.426D+00
   76   88     0     0  con    1  4.5D-01  2.2D-03  2.880D-02  3.426D+00
   77   89     0     0  con    0  1.0D+00  5.8D-04  2.253D-02  3.426D+00
   78   90     0     0  con    0  1.0D+00  1.6D-03  3.581D-02  3.426D+00
   79   91     0     0  con    0  1.0D+00  1.6D-03  4.780D-02  3.426D+00
   80   92     0     0  con    0  1.0D+00  6.8D-03  7.127D-02  3.426D+00
   81   93     0     0  con    0  1.0D+00  9.3D-03  8.088D-02  3.426D+00
   82   95     0     0  con    1  3.6D-02  9.5D-04  4.884D-02  3.426D+00
   83   96     0     0  con    0  1.0D+00  1.0D-02  2.576D-02  3.426D+00
   84   97     0     0  con    0  1.0D+00  9.4D-03  3.161D-02  3.426D+00
   85   98     0     0  con    0  1.0D+00  1.3D-02  4.245D-02  3.426D+00
   86   99     0     0  con    0  1.0D+00  1.8D-02  4.905D-02  3.425D+00
   87  101     0     0  con    1  1.4D-01  9.8D-03  9.852D-02  3.425D+00
   88  102     0     0  con    0  1.0D+00  2.2D-02  5.185D-02  3.425D+00
   89  103     0     0  con    0  1.0D+00  1.4D-02  4.044D-02  3.425D+00
   90  104     0     0  con    0  1.0D+00  2.1D-02  4.762D-02  3.425D+00
   91  105     0     0  con    0  1.0D+00  3.1D-02  9.681D-02  3.425D+00
   92  106     0     0  con    0  1.0D+00  4.3D-02  7.618D-02  3.424D+00
   93  108     0     0  con    1  9.4D-02  4.2D-03  1.598D-01  3.424D+00
   94  109     0     0  con    0  1.0D+00  2.4D-02  1.083D-01  3.424D+00
   95  110     0     0  con    0  1.0D+00  2.2D-02  6.839D-02  3.423D+00
   96  111     0     0  con    0  1.0D+00  1.4D-02  7.732D-02  3.423D+00
   97  112     0     0  con    0  1.0D+00  2.6D-02  1.246D-01  3.423D+00
   98  113     0     0  con    0  1.0D+00  5.8D-02  1.451D-01  3.422D+00
   99  114     0     0  con    0  1.0D+00  9.5D-02  2.739D-01  3.422D+00
  100  115     0     0  con    0  1.0D+00  6.1D-02  1.119D-01  3.420D+00

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 5.290E-01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           65     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     6.976D+03  9.961D+02
    1    4     1     0  ---    2  2.6D-06  7.4D-02  1.748D+03  6.231D+02
    2    5     0     0  con    0  1.0D+00  1.4D-02  1.478D+03  5.420D+02
    3    7     0     0  con    1  4.2D-01  2.3D-02  6.828D+02  4.651D+02
    4    8     0     0  con    0  1.0D+00  1.2D-02  8.798D+02  4.493D+02
    5    9     0     0  con    0  1.0D+00  5.2D-02  1.171D+03  3.921D+02
    6   10     0     0  con    0  1.0D+00  7.9D-02  1.206D+03  3.210D+02
    7   11     0     0  con    0  1.0D+00  1.1D-01  7.250D+02  2.353D+02
    8   12     0     0  con    0  1.0D+00  8.0D-02  3.898D+02  1.992D+02
    9   13     0     0  con    0  1.0D+00  9.1D-02  1.751D+02  1.780D+02
   10   14     0     0  con    0  1.0D+00  8.0D-02  9.320D+01  1.685D+02
   11   15     0     0  con    0  1.0D+00  7.2D-02  8.474D+01  1.634D+02
   12   16     0     0  con    0  1.0D+00  6.9D-02  8.162D+01  1.590D+02
   13   17     0     0  con    0  1.0D+00  9.6D-02  6.195D+01  1.516D+02
   14   18     0     0  con    0  1.0D+00  1.4D-01  5.897D+01  1.416D+02
   15   20     0     0  con    1  7.0D-02  2.8D-02  7.189D+01  1.408D+02
   16   21     0     0  con    0  1.0D+00  7.2D-02  5.660D+01  1.385D+02
   17   23     0     0  con    1  2.9D-01  4.8D-02  3.693D+01  1.369D+02
   18   24     0     0  con    0  1.0D+00  2.7D-02  2.982D+01  1.357D+02
   19   25     0     0  con    0  1.0D+00  6.8D-02  2.634D+01  1.335D+02
   20   26     0     0  con    0  1.0D+00  7.3D-02  3.965D+01  1.316D+02
   21   27     0     0  con    0  1.0D+00  1.1D-01  2.034D+01  1.295D+02
   22   28     0     0  con    0  1.0D+00  8.1D-02  1.552D+01  1.284D+02
   23   29     0     0  con    0  1.0D+00  1.2D-01  5.017D+01  1.271D+02
   24   30     0     0  con    0  1.0D+00  5.6D-02  2.633D+01  1.258D+02
   25   31     0     0  con    0  1.0D+00  1.0D-01  1.175D+01  1.246D+02
   26   33     0     0  con    1  5.1D-01  2.5D-02  3.188D+01  1.245D+02
   27   34     0     0  con    0  1.0D+00  3.3D-02  1.575D+01  1.243D+02
   28   35     0     0  con    0  1.0D+00  1.8D-02  1.032D+01  1.242D+02
   29   36     0     0  con    0  1.0D+00  4.3D-02  1.598D+01  1.239D+02
   30   37     0     0  con    0  1.0D+00  3.3D-02  1.937D+01  1.236D+02
   31   38     0     0  con    0  1.0D+00  9.9D-02  2.476D+01  1.229D+02
   32   39     0     0  con    0  1.0D+00  1.0D-01  2.596D+01  1.227D+02
   33   40     0     0  con    0  1.0D+00  1.8D-02  8.308D+00  1.220D+02
   34   41     0     0  con    0  1.0D+00  1.2D-02  5.619D+00  1.219D+02
   35   42     0     0  con    0  1.0D+00  4.4D-02  2.113D+01  1.218D+02
   36   43     0     0  con    0  1.0D+00  2.6D-02  8.961D+00  1.215D+02
   37   44     0     0  con    0  1.0D+00  1.6D-02  8.116D+00  1.215D+02
   38   46     0     0  con    1  3.6D-01  1.9D-02  2.441D+01  1.214D+02
   39   47     0     0  con    0  1.0D+00  2.5D-02  1.521D+01  1.213D+02
   40   48     0     0  con    0  1.0D+00  1.4D-02  1.013D+01  1.213D+02
   41   49     0     0  con    0  1.0D+00  1.2D-02  1.270D+01  1.212D+02
   42   50     0     0  con    0  1.0D+00  1.0D-02  1.629D+01  1.212D+02
   43   51     0     0  con    0  1.0D+00  2.4D-02  1.919D+01  1.210D+02
   44   52     0     0  con    0  1.0D+00  4.3D-02  1.497D+01  1.208D+02
   45   53     0     0  con    0  1.0D+00  7.5D-02  1.401D+01  1.207D+02
   46   54     0     0  con    0  1.0D+00  1.5D-02  6.757D+00  1.205D+02
   47   55     0     0  con    0  1.0D+00  7.1D-03  5.097D+00  1.204D+02
   48   56     0     0  con    0  1.0D+00  2.4D-02  1.070D+01  1.203D+02
   49   57     0     0  con    0  1.0D+00  2.5D-02  8.991D+00  1.202D+02
   50   59     0     0  con    1  3.4D-01  3.3D-02  2.025D+01  1.202D+02
   51   60     0     0  con    0  1.0D+00  1.7D-02  1.182D+01  1.201D+02
   52   61     0     0  con    0  1.0D+00  2.3D-02  4.217D+00  1.201D+02
   53   62     0     0  con    0  1.0D+00  8.7D-03  5.586D+00  1.201D+02
   54   63     0     0  con    0  1.0D+00  1.3D-02  5.197D+00  1.200D+02
   55   64     0     0  con    0  1.0D+00  3.3D-02  9.198D+00  1.200D+02
   56   65     0     0  con    0  1.0D+00  3.5D-02  7.215D+00  1.200D+02
   57   66     0     0  con    0  1.0D+00  7.2D-03  3.670D+00  1.199D+02
   58   67     0     0  con    0  1.0D+00  6.4D-03  3.083D+00  1.199D+02
   59   68     0     0  con    0  1.0D+00  1.7D-02  3.159D+00  1.198D+02
   60   69     0     0  con    0  1.0D+00  2.5D-02  7.799D+00  1.197D+02
   61   71     0     0  con    1  2.7D-01  1.1D-02  6.779D+00  1.197D+02
   62   72     0     0  con    0  1.0D+00  1.8D-02  3.498D+00  1.197D+02
   63   73     0     0  con    0  1.0D+00  1.3D-02  4.336D+00  1.197D+02
   64   74     0     0  con    0  1.0D+00  1.9D-02  6.735D+00  1.196D+02
   65   75     0     0  con    0  1.0D+00  5.7D-02  5.344D+00  1.196D+02
   66   76     0     0  con    0  1.0D+00  2.5D-02  8.219D+00  1.195D+02
   67   77     0     0  con    0  1.0D+00  3.2D-02  6.442D+00  1.194D+02
   68   78     0     0  con    0  1.0D+00  4.5D-02  5.282D+00  1.193D+02
   69   79     0     0  con    0  1.0D+00  5.8D-02  5.550D+00  1.192D+02
   70   80     0     0  con    0  1.0D+00  3.6D-02  4.043D+00  1.191D+02
   71   81     0     0  con    0  1.0D+00  5.6D-02  5.408D+00  1.190D+02
   72   83     0     0  con    1  9.3D-02  1.4D-02  1.298D+01  1.190D+02
   73   84     0     0  con    0  1.0D+00  4.3D-02  6.945D+00  1.189D+02
   74   85     0     0  con    0  1.0D+00  1.8D-02  3.913D+00  1.189D+02
   75   86     0     0  con    0  1.0D+00  1.5D-02  5.113D+00  1.188D+02
   76   87     0     0  con    0  1.0D+00  2.2D-02  4.790D+00  1.188D+02
   77   89     0     0  con    1  1.6D-01  2.4D-02  1.259D+01  1.188D+02
   78   90     0     0  con    0  1.0D+00  4.8D-02  9.707D+00  1.186D+02
   79   91     0     0  con    0  1.0D+00  7.5D-02  6.059D+00  1.185D+02
   80   92     0     0  con    0  1.0D+00  9.6D-02  8.361D+00  1.184D+02
   81   93     0     0  con    0  1.0D+00  1.1D-01  7.670D+00  1.182D+02
   82   94     0     0  con    0  1.0D+00  2.1D-01  1.709D+01  1.179D+02
   83   96     0     0  con    1  1.2D-01  3.4D-02  1.745D+01  1.178D+02
   84   97     0     0  con    0  1.0D+00  9.4D-02  1.636D+01  1.177D+02
   85   98     0     0  con    0  1.0D+00  2.8D-01  2.801D+01  1.176D+02
   86   99     0     0  con    0  1.0D+00  4.9D-02  1.263D+01  1.172D+02
   87  100     0     0  con    0  1.0D+00  3.5D-02  9.545D+00  1.170D+02
   88  101     0     0  con    0  1.0D+00  2.0D-01  1.565D+01  1.167D+02
   89  102     0     0  con    0  1.0D+00  1.8D-01  1.803D+01  1.166D+02
   90  103     0     0  con    0  1.0D+00  1.1D-01  9.408D+00  1.164D+02
   91  104     0     0  con    0  1.0D+00  1.1D-01  1.042D+01  1.162D+02
   92  105     0     0  con    0  1.0D+00  1.8D-01  1.267D+01  1.159D+02
   93  106     0     0  con    0  1.0D+00  6.8D-01  3.917D+01  1.158D+02
   94  108     0     0  con    1  2.1D-01  5.3D-02  2.945D+01  1.157D+02
   95  109     0     0  con    0  1.0D+00  1.9D-01  1.062D+01  1.152D+02
   96  110     0     0  con    0  1.0D+00  2.7D-02  8.650D+00  1.150D+02
   97  111     0     0  con    0  1.0D+00  1.3D-01  1.405D+01  1.146D+02
   98  112     0     0  con    0  1.0D+00  1.2D-01  8.730D+00  1.144D+02
   99  114     0     0  con    1  4.2D-01  1.1D-01  2.105D+01  1.142D+02
  100  115     0     0  con    0  1.0D+00  5.4D-02  1.345D+01  1.140D+02

STOP: TOTAL NO. of ITERATIONS REACHED LIMIT                 

 Total User time 7.454E-01 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =           65     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     7.268D+03  9.961D+02
    1    4     1     0  ---    2  2.7D-06  7.9D-02  1.853D+03  5.905D+02
    2    5     0     0  con    0  1.0D+00  1.4D-02  1.659D+03  5.043D+02
    3    7     0     0  con    1  3.5D-01  2.9D-02  7.856D+02  3.908D+02
    4    8     0     0  con    0  1.0D+00  2.3D-02  1.051D+03  3.578D+02
    5    9     0     0  con    0  1.0D+00  3.5D-02  9.097D+02  3.052D+02
    6   10     0     0  con    0  1.0D+00  7.8D-02  5.175D+02  2.176D+02
    7   11     0     0  con    0  1.0D+00  7.8D-02  3.163D+02  1.700D+02
    8   12     0     0  con    0  1.0D+00  9.7D-02  1.911D+02  1.360D+02
    9   13     0     0  con    0  1.0D+00  1.1D-01  1.057D+02  1.129D+02
   10   14     0     0  con    0  1.0D+00  1.3D-01  7.531D+01  9.610D+01
   11   15     0     0  con    0  1.0D+00  1.6D-01  5.834D+01  8.280D+01
   12   16     0     0  con    0  1.0D+00  2.1D-01  4.098D+01  7.133D+01
   13   17     0     0  con    0  1.0D+00  3.0D-01  4.278D+01  5.856D+01
   14   18     0     0  con    0  1.0D+00  4.6D-01  1.448D+02  5.433D+01
   15   19     0     0  con    0  1.0D+00  8.4D-02  6.671D+01  5.145D+01
   16   20     0     0  con    0  1.0D+00  6.0D-02  1.969D+01  4.989D+01
   17   21     0     0  con    0  1.0D+00  1.1D-02  1.696D+01  4.967D+01
   18   22     0     0  con    0  1.0D+00  4.4D-02  2.114D+01  4.921D+01
   19   23     0     0  con    0  1.0D+00  1.0D-01  2.220D+01  4.822D+01
   20   24     0     0  con    0  1.0D+00  1.5D-01  2.216D+01  4.685D+01
   21   25     0     0  con    0  1.0D+00  1.5D-01  3.305D+01  4.564D+01
   22   26     0     0  con    0  1.0D+00  6.0D-02  1.547D+01  4.499D+01
   23   27     0     0  con    0  1.0D+00  3.8D-02  7.768D+00  4.464D+01
   24   28     0     0  con    0  1.0D+00  3.3D-02  8.930D+00  4.441D+01
   25   29     0     0  con    0  1.0D+00  7.9D-02  1.119D+01  4.391D+01
   26   31     0     0  con    1  2.3D-01  4.3D-02  1.236D+01  4.365D+01
   27   32     0     0  con    0  1.0D+00  2.2D-02  6.256D+00  4.346D+01
   28   33     0     0  con    0  1.0D+00  2.9D-02  5.195D+00  4.337D+01
   29   34     0     0  con    0  1.0D+00  2.5D-02  6.274D+00  4.324D+01
   30   35     0     0  con    0  1.0D+00  9.6D-02  6.570D+00  4.285D+01
   31   36     0     0  con    0  1.0D+00  8.7D-02  1.135D+01  4.256D+01
   32   37     0     0  con    0  1.0D+00  1.0D-01  1.170D+01  4.237D+01
   33   38     0     0  con    0  1.0D+00  3.6D-02  6.067D+00  4.225D+01
   34   39     0     0  con    0  1.0D+00  1.9D-02  6.033D+00  4.219D+01
   35   40     0     0  con    0  1.0D+00  3.0D-02  3.983D+00  4.206D+01
   36   41     0     0  con    0  1.0D+00  5.0D-02  4.516D+00  4.186D+01
   37   42     0     0  con    0  1.0D+00  7.6D-02  8.280D+00  4.171D+01
   38   43     0     0  con    0  1.0D+00  8.1D-02  1.329D+01  4.157D+01
   39   44     0     0  con    0  1.0D+00  1.2D-02  9.175D+00  4.145D+01
   40   45     0     0  con    0  1.0D+00  2.6D-02  5.264D+00  4.133D+01
   41   46     0     0  con    0  1.0D+00  2.0D-02  5.152D+00  4.127D+01
